"id","bedrijf","perioden","p1","p2","p3_5","p5_10","p10_20","p20_50","p50_100","p100","p0_50","p0_250","natpers","rechtpers"
"3656","303204 ","2011KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3657","303204 ","2011KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3658","303204 ","2011KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3659","303204 ","2011KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3660","303204 ","2012KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3661","303204 ","2012KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3662","303204 ","2012KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3663","303204 ","2012KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3664","303204 ","2013KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3665","303204 ","2013KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3666","303204 ","2013KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3667","303204 ","2013KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3668","303204 ","2014KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3669","303204 ","2014KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3670","303204 ","2014KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3671","303204 ","2014KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3672","303204 ","2015KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3673","303204 ","2015KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3674","303204 ","2015KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3675","303204 ","2015KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3676","303204 ","2016KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3677","303204 ","2016KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3678","303204 ","2016KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3679","303204 ","2016KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3680","303204 ","2017KW01","145","165","65","15","0","5","0","0","395","395","340","55"
"3681","303204 ","2017KW02","130","155","65","15","0","5","0","0","370","370","325","45"
"3682","303204 ","2017KW03","125","155","70","15","0","5","0","0","370","375","330","45"
"3683","303204 ","2017KW04","130","155","70","15","0","5","0","0","380","380","335","45"
"3684","303204 ","2018KW01","170","215","110","20","0","0","0","0","520","520","470","50"
"3685","303204 ","2018KW02","165","215","115","25","0","0","0","0","520","520","470","50"
"3686","303204 ","2018KW03","165","210","110","25","0","0","0","0","515","515","465","55"
"3687","303204 ","2018KW04","165","210","115","25","0","0","0","0","515","520","460","55"
"3688","303204 ","2019KW01","175","210","105","20","0","5","0","0","515","520","450","65"
"3689","303204 ","2019KW02","170","210","110","20","0","5","0","0","515","515","450","70"
"3690","303204 ","2019KW03","165","220","105","20","0","5","0","0","515","515","450","70"
"3691","303204 ","2019KW04","165","220","110","20","0","5","0","0","515","515","450","65"
"3692","303204 ","2020KW01","170","210","115","20","0","0","0","0","520","520","450","70"
"3693","303204 ","2020KW02","170","210","115","25","0","0","0","0","525","525","450","75"
"3694","303204 ","2020KW03","170","205","120","25","0","0","0","0","525","525","450","75"
"3695","303204 ","2020KW04","160","210","120","30","0","0","0","0","520","525","445","75"
"3696","303204 ","2021KW01","165","215","120","25","0","5","0","0","525","530","450","80"
"3697","303204 ","2021KW02","165","215","115","25","0","5","0","0","525","530","445","85"
"3698","303204 ","2021KW03","170","210","115","30","0","5","0","0","535","535","445","90"
"3699","303204 ","2021KW04","170","215","110","30","0","5","0","0","530","535","445","85"
"3700","303204 ","2022KW01","165","215","105","30","5","5","0","0","525","525","435","90"
"3701","303204 ","2022KW02","170","215","105","30","0","5","0","0","525","530","435","95"
"3702","303204 ","2022KW03","165","210","115","30","0","5","0","0","525","530","435","95"
"3703","303204 ","2022KW04","165","210","115","30","5","5","0","0","525","525","435","90"
"3704","303204 ","2023KW01","170","200","115","30","5","5","0","0","520","520","430","90"
