"id","bedrijf","perioden","p1","p2","p3_5","p5_10","p10_20","p20_50","p50_100","p100","p0_50","p0_250","natpers","rechtpers"
"3311","303100 ","2022KW02","1035","960","560","170","25","10","0","0","2755","2760","2230","530"
"3312","303100 ","2022KW03","1035","955","555","160","25","10","0","0","2735","2735","2205","535"
"3313","303100 ","2022KW04","1025","940","560","170","25","10","5","0","2725","2730","2200","525"
"3314","303100 ","2023KW01","1005","940","535","175","30","5","0","0","2690","2690","2180","515"
"3315","303102 ","2007KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3316","303102 ","2007KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3317","303102 ","2007KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3318","303102 ","2007KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3319","303102 ","2008KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3320","303102 ","2008KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3321","303102 ","2008KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3322","303102 ","2008KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3323","303102 ","2009KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3324","303102 ","2009KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3325","303102 ","2009KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3326","303102 ","2009KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3327","303102 ","2010KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3328","303102 ","2010KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3329","303102 ","2010KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3330","303102 ","2010KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3331","303102 ","2011KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3332","303102 ","2011KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3333","303102 ","2011KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3334","303102 ","2011KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3335","303102 ","2012KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3336","303102 ","2012KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3337","303102 ","2012KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3338","303102 ","2012KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3339","303102 ","2013KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3340","303102 ","2013KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3341","303102 ","2013KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3342","303102 ","2013KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3343","303102 ","2014KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3344","303102 ","2014KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3345","303102 ","2014KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3346","303102 ","2014KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3347","303102 ","2015KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3348","303102 ","2015KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3349","303102 ","2015KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3350","303102 ","2015KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3351","303102 ","2016KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3352","303102 ","2016KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3353","303102 ","2016KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3354","303102 ","2016KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3355","303102 ","2017KW01","175","255","145","55","10","0","0","0","635","635","565","65"
"3356","303102 ","2017KW02","175","250","145","50","10","0","0","0","630","630","565","65"
"3357","303102 ","2017KW03","180","245","150","45","10","0","0","0","635","635","565","65"
"3358","303102 ","2017KW04","180","245","150","50","15","0","0","0","635","635","565","70"
"3359","303102 ","2018KW01","190","260","180","55","15","0","0","0","705","705","610","95"
"3360","303102 ","2018KW02","185","260","175","60","20","0","0","0","700","700","600","100"
"3361","303102 ","2018KW03","190","265","170","60","15","5","0","0","705","705","605","100"
"3362","303102 ","2018KW04","190","260","175","60","20","5","0","0","710","710","605","105"
"3363","303102 ","2019KW01","180","250","150","65","15","5","0","0","665","665","570","95"
"3364","303102 ","2019KW02","180","240","160","65","15","5","0","0","660","660","565","95"
"3365","303102 ","2019KW03","175","240","160","60","15","5","0","0","655","655","560","95"
"3366","303102 ","2019KW04","175","240","160","60","15","5","0","0","650","650","560","95"
"3367","303102 ","2020KW01","155","240","165","60","15","5","0","0","645","645","545","95"
"3368","303102 ","2020KW02","150","255","165","60","15","5","0","0","650","650","545","105"
"3369","303102 ","2020KW03","160","250","165","60","15","5","0","0","655","655","535","120"
"3370","303102 ","2020KW04","160","260","160","60","15","5","0","0","660","660","535","125"
"3371","303102 ","2021KW01","160","230","150","55","15","5","0","0","610","610","495","120"
"3372","303102 ","2021KW02","150","230","140","60","15","5","0","0","600","600","480","120"
"3373","303102 ","2021KW03","150","225","150","60","10","5","0","0","605","605","475","130"
"3374","303102 ","2021KW04","160","225","145","55","10","5","0","0","600","600","470","135"
"3375","303102 ","2022KW01","165","210","145","60","15","5","0","0","595","595","460","140"
"3376","303102 ","2022KW02","155","215","145","60","10","5","0","0","590","590","450","140"
"3377","303102 ","2022KW03","155","215","140","60","10","5","0","0","590","590","450","140"
"3378","303102 ","2022KW04","155","215","135","65","10","5","0","0","590","590","450","140"
"3379","303102 ","2023KW01","160","215","140","60","15","5","0","0","590","590","450","140"
"3380","303104 ","2007KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3381","303104 ","2007KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3382","303104 ","2007KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3383","303104 ","2007KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3384","303104 ","2008KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3385","303104 ","2008KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3386","303104 ","2008KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3387","303104 ","2008KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3388","303104 ","2009KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3389","303104 ","2009KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3390","303104 ","2009KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3391","303104 ","2009KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3392","303104 ","2010KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3393","303104 ","2010KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3394","303104 ","2010KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3395","303104 ","2010KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3396","303104 ","2011KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3397","303104 ","2011KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3398","303104 ","2011KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3399","303104 ","2011KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3400","303104 ","2012KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3401","303104 ","2012KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3402","303104 ","2012KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3403","303104 ","2012KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3404","303104 ","2013KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3405","303104 ","2013KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3406","303104 ","2013KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3407","303104 ","2013KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3408","303104 ","2014KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3409","303104 ","2014KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3410","303104 ","2014KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3411","303104 ","2014KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3412","303104 ","2015KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3413","303104 ","2015KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3414","303104 ","2015KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3415","303104 ","2015KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3416","303104 ","2016KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3417","303104 ","2016KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3418","303104 ","2016KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3419","303104 ","2016KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3420","303104 ","2017KW01","1100","960","320","65","10","0","0","0","2450","2450","2230","220"
"3421","303104 ","2017KW02","1095","965","320","60","10","0","0","0","2450","2450","2225","225"
"3422","303104 ","2017KW03","1105","955","320","65","10","0","0","0","2455","2455","2215","240"
"3423","303104 ","2017KW04","1095","945","320","65","10","0","0","0","2440","2440","2200","240"
"3424","303104 ","2018KW01","975","780","255","50","5","0","0","0","2065","2065","1885","180"
"3425","303104 ","2018KW02","970","780","255","50","10","0","0","0","2060","2060","1875","185"
"3426","303104 ","2018KW03","965","770","265","45","5","0","0","0","2045","2045","1845","200"
"3427","303104 ","2018KW04","945","755","265","50","5","0","0","0","2020","2020","1825","195"
"3428","303104 ","2019KW01","930","735","270","45","5","0","0","0","1985","1985","1790","195"
"3429","303104 ","2019KW02","930","725","270","45","5","0","0","0","1975","1975","1770","205"
"3430","303104 ","2019KW03","920","720","265","45","5","0","0","0","1955","1955","1745","210"
"3431","303104 ","2019KW04","925","710","265","50","5","0","0","0","1950","1950","1740","210"
"3432","303104 ","2020KW01","785","645","245","45","5","0","0","0","1730","1730","1515","210"
"3433","303104 ","2020KW02","785","635","255","50","5","0","0","0","1725","1725","1505","225"
"3434","303104 ","2020KW03","795","615","255","50","0","0","0","0","1720","1720","1485","235"
"3435","303104 ","2020KW04","790","610","260","55","5","0","0","0","1720","1720","1480","245"
"3436","303104 ","2021KW01","775","600","255","50","5","0","0","0","1685","1685","1440","245"
"3437","303104 ","2021KW02","780","590","260","40","5","0","0","0","1680","1680","1420","260"
"3438","303104 ","2021KW03","780","595","255","40","5","0","0","0","1680","1680","1415","270"
"3439","303104 ","2021KW04","780","585","250","45","5","0","0","0","1665","1665","1395","270"
"3440","303104 ","2022KW01","760","580","255","35","5","0","0","0","1635","1635","1370","265"
"3441","303104 ","2022KW02","745","570","240","40","5","0","0","0","1595","1595","1335","260"
"3442","303104 ","2022KW03","745","555","240","35","5","0","0","0","1580","1580","1310","270"
"3443","303104 ","2022KW04","735","540","245","40","5","0","0","0","1570","1570","1305","265"
"3444","303104 ","2023KW01","710","545","230","40","5","0","0","0","1530","1530","1280","250"
"3445","303106 ","2007KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3446","303106 ","2007KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3447","303106 ","2007KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3448","303106 ","2007KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3449","303106 ","2008KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3450","303106 ","2008KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3451","303106 ","2008KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3452","303106 ","2008KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3453","303106 ","2009KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3454","303106 ","2009KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3455","303106 ","2009KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3456","303106 ","2009KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3457","303106 ","2010KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3458","303106 ","2010KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3459","303106 ","2010KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3460","303106 ","2010KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3461","303106 ","2011KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3462","303106 ","2011KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3463","303106 ","2011KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3464","303106 ","2011KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3465","303106 ","2012KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3466","303106 ","2012KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3467","303106 ","2012KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3468","303106 ","2012KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3469","303106 ","2013KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3470","303106 ","2013KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3471","303106 ","2013KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3472","303106 ","2013KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3473","303106 ","2014KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3474","303106 ","2014KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3475","303106 ","2014KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3476","303106 ","2014KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3477","303106 ","2015KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3478","303106 ","2015KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3479","303106 ","2015KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3480","303106 ","2015KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3481","303106 ","2016KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3482","303106 ","2016KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3483","303106 ","2016KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3484","303106 ","2016KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3485","303106 ","2017KW01","150","205","155","35","0","0","0","0","550","550","510","40"
"3486","303106 ","2017KW02","150","200","155","35","5","0","0","0","545","545","505","40"
"3487","303106 ","2017KW03","150","205","155","35","0","0","0","0","550","550","505","40"
"3488","303106 ","2017KW04","150","200","160","30","0","0","0","0","550","550","510","40"
"3489","303106 ","2018KW01","170","240","190","50","5","5","0","0","655","655","595","65"
"3490","303106 ","2018KW02","170","230","190","55","10","5","0","0","655","655","585","70"
"3491","303106 ","2018KW03","170","240","190","55","10","5","0","0","660","660","585","75"
"3492","303106 ","2018KW04","170","235","190","55","10","5","0","0","660","660","585","75"
"3493","303106 ","2019KW01","175","215","185","55","10","0","0","0","635","635","555","80"
"3494","303106 ","2019KW02","175","215","185","50","10","0","0","0","635","640","555","80"
"3495","303106 ","2019KW03","175","215","185","55","10","5","0","0","640","640","560","85"
"3496","303106 ","2019KW04","175","215","185","55","5","5","0","0","640","640","555","85"
"3497","303106 ","2020KW01","155","205","195","60","10","5","0","0","625","625","540","90"
"3498","303106 ","2020KW02","150","200","195","65","10","5","0","0","625","625","530","95"
"3499","303106 ","2020KW03","150","200","195","70","10","5","0","0","625","625","525","100"
"3500","303106 ","2020KW04","150","185","205","65","10","5","0","0","625","630","525","100"
"3501","303106 ","2021KW01","140","160","195","60","10","5","0","0","570","570","470","105"
"3502","303106 ","2021KW02","135","165","195","60","10","5","0","0","570","575","465","105"
"3503","303106 ","2021KW03","140","175","190","60","10","5","0","0","580","585","460","125"
"3504","303106 ","2021KW04","140","180","185","65","10","5","0","0","585","585","460","125"
"3505","303106 ","2022KW01","140","185","185","60","5","5","0","0","575","580","450","130"
"3506","303106 ","2022KW02","130","180","180","70","10","5","0","0","570","575","445","125"
"3507","303106 ","2022KW03","135","185","170","65","10","5","0","0","570","570","445","125"
"3508","303106 ","2022KW04","135","180","180","65","5","5","5","0","565","570","445","120"
"3509","303106 ","2023KW01","135","180","165","75","10","5","0","0","570","570","445","125"
"3510","303200 ","2007KW01","455","1105","315","60","15","15","10","0","1960","1965","1745","220"
"3511","303200 ","2007KW02","475","1100","315","60","15","15","10","0","1970","1975","1745","230"
"3512","303200 ","2007KW03","480","1005","300","60","15","15","10","0","1865","1875","1645","230"
"3513","303200 ","2007KW04","465","1005","300","55","15","15","5","0","1850","1855","1630","230"
"3514","303200 ","2008KW01","465","995","295","55","15","15","5","0","1835","1845","1615","230"
"3515","303200 ","2008KW02","455","990","295","55","15","15","5","0","1815","1825","1600","225"
"3516","303200 ","2008KW03","465","980","285","55","15","15","5","0","1815","1820","1600","220"
"3517","303200 ","2008KW04","445","980","285","55","15","15","5","0","1790","1795","1575","220"
"3518","303200 ","2009KW01","445","975","285","55","15","10","5","0","1780","1790","1565","225"
"3519","303200 ","2009KW02","445","965","275","60","15","15","5","0","1775","1780","1550","230"
"3520","303200 ","2009KW03","460","950","280","55","10","15","0","0","1770","1775","1550","225"
"3521","303200 ","2009KW04","470","935","280","50","10","15","0","0","1760","1765","1545","220"
"3522","303200 ","2010KW01","530","940","275","45","10","15","5","0","1815","1820","1625","195"
"3523","303200 ","2010KW02","530","915","270","50","10","15","0","0","1795","1795","1605","195"
"3524","303200 ","2010KW03","570","890","265","50","10","15","0","0","1800","1800","1600","200"
"3525","303200 ","2010KW04","555","850","280","55","15","15","0","0","1775","1780","1585","195"
"3526","303200 ","2011KW01","530","815","275","60","15","15","0","0","1705","1710","1520","190"
"3527","303200 ","2011KW02","525","820","275","65","15","15","0","0","1715","1720","1525","195"
"3528","303200 ","2011KW03","540","805","275","60","15","15","0","0","1705","1710","1510","200"
"3529","303200 ","2011KW04","525","780","290","60","20","15","0","0","1685","1685","1495","190"
"3530","303200 ","2012KW01","515","730","280","55","15","10","5","0","1610","1615","1420","190"
"3531","303200 ","2012KW02","505","720","275","55","15","10","5","0","1580","1585","1395","190"
"3532","303200 ","2012KW03","520","710","275","55","15","10","0","0","1590","1590","1400","190"
"3533","303200 ","2012KW04","515","705","270","60","10","15","5","0","1580","1580","1390","190"
"3534","303200 ","2013KW01","525","710","285","50","15","10","0","0","1595","1595","1405","195"
"3535","303200 ","2013KW02","530","710","275","50","15","10","0","0","1595","1600","1400","200"
"3536","303200 ","2013KW03","535","710","275","55","15","10","0","0","1595","1600","1405","200"
"3537","303200 ","2013KW04","525","705","280","55","10","10","5","0","1585","1590","1400","190"
"3538","303200 ","2014KW01","525","705","270","50","15","10","5","0","1580","1585","1395","190"
"3539","303200 ","2014KW02","525","695","275","60","15","10","0","0","1575","1580","1380","200"
"3540","303200 ","2014KW03","525","690","275","55","15","10","5","0","1570","1575","1375","200"
"3541","303200 ","2014KW04","525","690","285","55","10","10","5","0","1580","1585","1390","195"
"3542","303200 ","2015KW01","515","695","285","65","10","10","5","0","1580","1585","1390","195"
"3543","303200 ","2015KW02","515","685","295","65","15","10","0","0","1585","1590","1390","200"
"3544","303200 ","2015KW03","525","680","295","60","10","10","5","0","1590","1595","1395","200"
"3545","303200 ","2015KW04","520","685","300","60","15","10","5","0","1590","1595","1400","195"
"3546","303200 ","2016KW01","520","680","305","60","10","10","5","0","1590","1595","1400","195"
"3547","303200 ","2016KW02","520","675","315","65","15","10","5","0","1595","1600","1400","200"
"3548","303200 ","2016KW03","520","680","315","65","15","10","5","0","1605","1610","1405","205"
"3549","303200 ","2016KW04","515","680","310","75","10","10","0","0","1600","1605","1400","205"
"3550","303200 ","2017KW01","560","755","325","70","15","5","0","0","1735","1735","1500","235"
"3551","303200 ","2017KW02","565","755","330","75","15","5","0","0","1740","1745","1505","235"
"3552","303200 ","2017KW03","570","755","340","70","15","5","0","0","1755","1760","1515","245"
"3553","303200 ","2017KW04","565","760","330","75","15","5","0","0","1755","1755","1510","245"
"3554","303200 ","2018KW01","550","780","355","75","10","5","5","0","1775","1780","1545","240"
"3555","303200 ","2018KW02","545","775","365","70","15","5","5","0","1780","1785","1530","255"
"3556","303200 ","2018KW03","540","780","360","75","10","5","5","0","1770","1775","1515","260"
"3557","303200 ","2018KW04","530","770","360","80","15","5","5","0","1755","1760","1500","260"
"3558","303200 ","2019KW01","545","755","360","75","10","5","5","0","1745","1750","1470","280"
"3559","303200 ","2019KW02","540","745","355","80","10","5","5","0","1740","1745","1455","290"
"3560","303200 ","2019KW03","535","755","355","75","10","5","5","0","1745","1750","1450","300"
"3561","303200 ","2019KW04","545","750","365","75","10","5","5","0","1750","1755","1445","310"
"3562","303200 ","2020KW01","525","740","375","75","15","5","5","0","1735","1740","1435","310"
"3563","303200 ","2020KW02","525","740","380","80","15","5","5","0","1740","1745","1425","320"
"3564","303200 ","2020KW03","525","730","385","80","15","5","5","0","1740","1745","1410","335"
"3565","303200 ","2020KW04","510","725","380","90","20","5","5","0","1730","1735","1405","330"
"3566","303200 ","2021KW01","525","735","365","80","20","5","5","0","1730","1735","1390","345"
"3567","303200 ","2021KW02","535","730","365","90","20","5","5","0","1735","1740","1385","355"
"3568","303200 ","2021KW03","535","710","365","90","20","5","5","0","1725","1730","1370","360"
"3569","303200 ","2021KW04","545","705","365","95","20","5","5","0","1730","1735","1370","370"
"3570","303200 ","2022KW01","540","695","350","95","20","5","5","0","1710","1715","1345","370"
"3571","303200 ","2022KW02","535","680","370","95","20","5","5","0","1705","1710","1340","375"
"3572","303200 ","2022KW03","530","680","380","85","25","5","5","0","1705","1710","1325","380"
"3573","303200 ","2022KW04","525","675","380","85","25","5","5","0","1695","1700","1325","375"
"3574","303200 ","2023KW01","530","665","375","85","20","5","5","0","1680","1685","1305","380"
"3575","303202 ","2007KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3576","303202 ","2007KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3577","303202 ","2007KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3578","303202 ","2007KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3579","303202 ","2008KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3580","303202 ","2008KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3581","303202 ","2008KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3582","303202 ","2008KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3583","303202 ","2009KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3584","303202 ","2009KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3585","303202 ","2009KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3586","303202 ","2009KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3587","303202 ","2010KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3588","303202 ","2010KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3589","303202 ","2010KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3590","303202 ","2010KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3591","303202 ","2011KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3592","303202 ","2011KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3593","303202 ","2011KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3594","303202 ","2011KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3595","303202 ","2012KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3596","303202 ","2012KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3597","303202 ","2012KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3598","303202 ","2012KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3599","303202 ","2013KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3600","303202 ","2013KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3601","303202 ","2013KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3602","303202 ","2013KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3603","303202 ","2014KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3604","303202 ","2014KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3605","303202 ","2014KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3606","303202 ","2014KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3607","303202 ","2015KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3608","303202 ","2015KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3609","303202 ","2015KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3610","303202 ","2015KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3611","303202 ","2016KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3612","303202 ","2016KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3613","303202 ","2016KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3614","303202 ","2016KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3615","303202 ","2017KW01","315","455","200","50","15","0","0","0","1035","1035","885","150"
"3616","303202 ","2017KW02","335","465","200","55","10","5","0","0","1070","1070","910","160"
"3617","303202 ","2017KW03","340","465","205","55","10","5","0","0","1080","1080","915","165"
"3618","303202 ","2017KW04","330","470","195","55","10","0","0","0","1070","1070","905","165"
"3619","303202 ","2018KW01","280","410","175","45","10","5","0","0","925","925","780","145"
"3620","303202 ","2018KW02","280","405","185","40","10","5","0","0","925","930","770","155"
"3621","303202 ","2018KW03","270","410","185","45","10","5","0","0","920","920","760","160"
"3622","303202 ","2018KW04","255","405","180","45","10","5","0","0","900","900","745","155"
"3623","303202 ","2019KW01","265","375","185","45","10","5","0","0","885","885","720","165"
"3624","303202 ","2019KW02","265","370","185","50","10","0","0","0","880","880","710","170"
"3625","303202 ","2019KW03","265","380","180","50","10","0","0","0","885","885","705","185"
"3626","303202 ","2019KW04","275","375","185","45","10","5","0","0","890","890","700","190"
"3627","303202 ","2020KW01","255","365","190","45","10","0","0","0","870","870","690","185"
"3628","303202 ","2020KW02","255","360","195","45","10","0","0","0","870","870","680","190"
"3629","303202 ","2020KW03","255","360","190","50","10","0","0","0","870","870","665","205"
"3630","303202 ","2020KW04","250","345","190","55","15","0","0","0","860","860","665","195"
"3631","303202 ","2021KW01","260","355","190","45","15","0","0","0","865","865","665","200"
"3632","303202 ","2021KW02","265","345","190","50","15","0","0","0","865","870","665","205"
"3633","303202 ","2021KW03","265","340","185","50","15","0","0","0","855","855","650","205"
"3634","303202 ","2021KW04","270","330","185","50","15","0","0","0","855","860","645","210"
"3635","303202 ","2022KW01","260","325","190","50","15","0","0","0","845","845","635","210"
"3636","303202 ","2022KW02","255","320","195","50","20","0","0","0","840","840","630","210"
"3637","303202 ","2022KW03","255","320","200","45","20","0","0","0","840","840","625","215"
"3638","303202 ","2022KW04","245","320","200","45","20","0","0","0","830","830","620","210"
"3639","303202 ","2023KW01","255","310","195","45","15","0","0","0","830","830","615","215"
"3640","303204 ","2007KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3641","303204 ","2007KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3642","303204 ","2007KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3643","303204 ","2007KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3644","303204 ","2008KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3645","303204 ","2008KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3646","303204 ","2008KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3647","303204 ","2008KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3648","303204 ","2009KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3649","303204 ","2009KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3650","303204 ","2009KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3651","303204 ","2009KW04","0","0","0","0","0","0","0","0",,,"0","0"
"3652","303204 ","2010KW01","0","0","0","0","0","0","0","0",,,"0","0"
"3653","303204 ","2010KW02","0","0","0","0","0","0","0","0",,,"0","0"
"3654","303204 ","2010KW03","0","0","0","0","0","0","0","0",,,"0","0"
"3655","303204 ","2010KW04","0","0","0","0","0","0","0","0",,,"0","0"
